"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MRPL13",3.44273774441947e-12,-0.273503819208391,0.33,0.436,8.85196728845135e-08
"IRF2BP2",3.50448384162028e-12,-0.370815345865327,0.455,0.56,9.01072885357406e-08
"KLF4",3.5046505815493e-12,0.444303985024698,0.616,0.554,9.01115757527957e-08
"GTF2A2",3.52461027616726e-12,-0.289268001054597,0.438,0.543,9.06247794208126e-08
"SNRPN",3.60606850862454e-12,0.816231425729324,0.252,0.176,9.27192334937543e-08
"APH1B",3.61681308191336e-12,0.924194444074108,0.253,0.18,9.29954979621564e-08
"SPON2",3.93420892718573e-12,1.29387402878168,0.138,0.076,1.01156379935799e-07
"TAF9",3.96966349162823e-12,-0.306770423137344,0.326,0.431,1.02067987696745e-07
"CLPTM1L",3.97803438687088e-12,-0.576890097216912,0.091,0.151,1.02283220155224e-07
"FLI1",4.22002414603815e-12,0.862368248369144,0.203,0.13,1.08505260842933e-07
"MCM7",4.2301884530252e-12,-0.594582778154894,0.086,0.144,1.08766605504184e-07
"CCL4",4.4301787631113e-12,0.471058106128269,0.804,0.789,1.13908756357118e-07
"PDGFC",4.50062272590285e-12,1.07227764553816,0.153,0.086,1.15720011528414e-07
"ZBTB10",4.51410955740812e-12,-0.567532654917932,0.118,0.185,1.16066784940078e-07
"SVBP",4.757606642175e-12,-0.322781993677034,0.2,0.288,1.22327581983604e-07
"REEP3",4.80003981120761e-12,-0.391603053213201,0.201,0.286,1.2341862362577e-07
"RPS6KA3",4.99869640278622e-12,-0.540425709534674,0.126,0.194,1.28526481908439e-07
"SEC62",5.0458219789672e-12,0.339958482162053,0.731,0.699,1.29738174723205e-07
"DHX9",5.17769465903211e-12,-0.425404723921693,0.129,0.201,1.33128885073034e-07
"PLBD1",5.70850529808426e-12,-0.426004704389867,0.247,0.336,1.46777088224343e-07
"UFD1L",5.8851808262577e-12,-0.339791576801615,0.247,0.338,1.51319769404738e-07
"TAF13",5.99183980668751e-12,-0.443093456442738,0.112,0.179,1.54062185109549e-07
"MGAT1",6.07896142920639e-12,0.437746410562251,0.661,0.649,1.56302256267755e-07
"TOB1",6.21066398733297e-12,-0.319843622832853,0.251,0.343,1.59688592442305e-07
"BAG1",6.49961761562801e-12,-0.375996365822031,0.32,0.415,1.67118168133027e-07
"UBL3",6.52487325624951e-12,-0.409617659140811,0.212,0.298,1.67767541164687e-07
"INO80C",6.67507388720642e-12,-0.445525479470365,0.11,0.176,1.71629499787851e-07
"SUCLG2",6.89995591419088e-12,0.74968019093762,0.293,0.219,1.77411666465676e-07
"PARVB",7.51651062934077e-12,-0.328295620371016,0.257,0.351,1.9326452130161e-07
"TRIP10",7.60333208806257e-12,-0.76108955019512,0.066,0.117,1.95496874648265e-07
"AK1",7.6221009798768e-12,-0.697154486999698,0.093,0.153,1.95979460394592e-07
"CXCL9",7.86264800196381e-12,-1.03782902062396,0.16,0.234,2.02164405426494e-07
"WDR54",7.869667490546e-12,-0.502263342127555,0.069,0.122,2.02344890516919e-07
"ADGRE5",7.8780374169506e-12,0.769470304035839,0.32,0.245,2.02560098064634e-07
"TRAPPC2P1",7.90489788635686e-12,-0.472038968197929,0.129,0.199,2.03250734454007e-07
"DYNLL2",8.38774089924556e-12,-0.551022991105818,0.11,0.174,2.15665594001402e-07
"MBNL1",8.94948997529437e-12,-0.313659439255669,0.398,0.504,2.30109286244769e-07
"INTS6",9.1280621862031e-12,-0.271749366159071,0.183,0.267,2.34700734931654e-07
"PLA2G16",9.27306371568605e-12,0.865239508940595,0.248,0.176,2.3842901425772e-07
"MRPS12",9.57617799416936e-12,-0.311247495489661,0.241,0.332,2.46222688586083e-07
"ATP11B",9.63127242077331e-12,-0.74905210757914,0.057,0.105,2.47639276482923e-07
"USPL1",9.71831788960812e-12,-0.657454418069221,0.063,0.113,2.49877389577604e-07
"PGP",1.03093345829622e-11,-0.515940866411045,0.128,0.196,2.65073610797124e-07
"ASAP1",1.0510382978705e-11,-0.39527201376727,0.199,0.285,2.70242967148462e-07
"PTPN7",1.06068761734056e-11,-0.577086231109711,0.1,0.161,2.72724000170606e-07
"CCNB1",1.06416714672461e-11,-0.392119231875725,0.056,0.105,2.73618656765831e-07
"CACNA2D4",1.06437953299349e-11,-0.602358319017528,0.07,0.124,2.73673265523285e-07
"WDR11",1.10840693623705e-11,-0.4871178277549,0.113,0.179,2.84993591445269e-07
"C7orf50",1.11572825800055e-11,-0.324195121411661,0.32,0.423,2.86876049697102e-07
"FRMD4A",1.1207474637292e-11,1.00379177428832,0.2,0.131,2.88166587874053e-07
"MZT2B",1.130314429625e-11,-0.262126935220022,0.528,0.637,2.90626446145179e-07
"LPCAT2",1.14611239655389e-11,-0.44508309417692,0.171,0.247,2.94688419401937e-07
"ATXN10",1.17333789069982e-11,-0.392756077458632,0.244,0.33,3.01688638456738e-07
"NIP7",1.22731786039512e-11,-0.504275885874745,0.091,0.15,3.15567968264793e-07
"ARID3A",1.33925177883214e-11,-0.462788868319946,0.112,0.178,3.44348417373319e-07
"RWDD4",1.34595809301505e-11,-0.517155432728296,0.121,0.188,3.46072744876028e-07
"FAM49A",1.35368934636757e-11,0.582437704048187,0.387,0.311,3.48060604738029e-07
"RP3-395M20.12",1.37166784646164e-11,-0.884782609309673,0.063,0.112,3.52683236682217e-07
"DYNC1I2",1.45798088128027e-11,-0.27511758321494,0.44,0.54,3.74876044194782e-07
"SERPINB8",1.48836073556786e-11,-0.327855199928379,0.103,0.166,3.82687312329207e-07
"MCM3",1.50328092131488e-11,-0.64249317492691,0.078,0.133,3.86523590488481e-07
"METTL5",1.51817824803646e-11,-0.30349776788976,0.236,0.326,3.90353991135134e-07
"BCL3",1.53410321753184e-11,-0.411907100954155,0.129,0.199,3.94448619291787e-07
"CMIP",1.5355310379456e-11,-0.374798370453894,0.185,0.267,3.94815740476573e-07
"PDGFB",1.53837456384271e-11,1.55356094236349,0.107,0.051,3.95546867855237e-07
"TAB2",1.59368670080644e-11,-0.475819430932344,0.134,0.204,4.09768724511351e-07
"PPP1R16A",1.5978072950816e-11,1.21285823962313,0.173,0.108,4.1082821171138e-07
"GMNN",1.67010485349511e-11,-0.495800311706696,0.12,0.186,4.29417359930663e-07
"CS",1.70026663810264e-11,-0.456264721339643,0.123,0.191,4.3717255798895e-07
"EMC6",1.73763885107364e-11,-0.315598289032818,0.22,0.309,4.46781701388053e-07
"SAP30",1.77673799917306e-11,1.26417084294459,0.136,0.075,4.56834874347377e-07
"DUT",1.78236433834509e-11,-0.389408906279022,0.392,0.488,4.5828151867529e-07
"PLEKHB2",1.78817294754925e-11,-0.266280574934855,0.463,0.573,4.59775028273862e-07
"AFF4",1.81846376687489e-11,-0.376774459987904,0.26,0.353,4.67563403738872e-07
"TP53",1.83009449926365e-11,-0.424251719220456,0.102,0.165,4.7055389765067e-07
"PRDX2",1.84007344101062e-11,-0.437997728857386,0.389,0.474,4.73119683152651e-07
"DOT1L",1.93917027985472e-11,-0.80259669867574,0.055,0.102,4.98599462356245e-07
"CNOT1",1.9513234960109e-11,-0.414793769249778,0.131,0.201,5.01724297294322e-07
"PIGX",1.95174365379679e-11,-0.668401801948032,0.072,0.124,5.01832328264231e-07
"TFPT",1.96698087308265e-11,-0.306007668295921,0.285,0.381,5.05750122087011e-07
"FAM104A",2.00470211912788e-11,-0.48369387746833,0.12,0.186,5.15449008870161e-07
"BIRC2",2.01333341933506e-11,-0.406119864142842,0.244,0.33,5.17668288779431e-07
"SCP2",2.08376650810083e-11,0.393232752063807,0.621,0.599,5.35778044562885e-07
"GAR1",2.11962936520481e-11,-0.56325705106592,0.09,0.148,5.4499910238146e-07
"DPYSL2",2.14346201094213e-11,-0.391112603331375,0.386,0.475,5.51126952253441e-07
"SSU72",2.23408943170353e-11,-0.270383610594026,0.439,0.546,5.74429074679611e-07
"PLIN2",2.32574423597863e-11,0.448030477543896,0.877,0.808,5.97995357954824e-07
"RPL36A",2.34807460036159e-11,-0.257902536415064,0.953,0.97,6.03736941244973e-07
"CDKN3",2.36146617672633e-11,-0.695824104276816,0.059,0.107,6.07180183359875e-07
"C19orf24",2.39291401286384e-11,-0.340145725601377,0.354,0.456,6.1526605098755e-07
"ANKRD10",2.44980704086971e-11,-0.37504632595654,0.201,0.282,6.2989438634842e-07
"ZBTB1",2.45607503006684e-11,-0.433512286910345,0.164,0.239,6.31506011730786e-07
"ACLY",2.45621709599989e-11,-0.411820626008099,0.123,0.191,6.31542539723491e-07
"NCBP2",2.49353785166532e-11,-0.321823927174445,0.235,0.325,6.41138452420187e-07
"FAM46A",2.54395808826409e-11,-0.762064963601494,0.235,0.31,6.54102503654462e-07
"EVL",2.55255409381087e-11,0.583673810147286,0.366,0.294,6.56312708600652e-07
"PKIB",2.58499418661964e-11,-0.931525872862637,0.136,0.203,6.64653705263643e-07
"VAMP5",2.66415254728902e-11,0.286028456904626,0.661,0.606,6.85006902958954e-07
"ARID4B",2.7051572319022e-11,-0.375989463893729,0.258,0.348,6.95550027466694e-07
"GADD45G",2.78028630378583e-11,-0.561415054967858,0.221,0.304,7.14867214429412e-07
"PRKCDBP",2.78830567617813e-11,-0.68013260320296,0.068,0.119,7.1692915545892e-07
"DHX15",2.83084171570579e-11,-0.415554421480679,0.167,0.243,7.27866021942273e-07
"MCMBP",2.87448750967402e-11,-0.43455752350728,0.125,0.194,7.39088228487385e-07
"N4BP2L2",2.90458998135032e-11,0.583336480234762,0.463,0.402,7.46828176004795e-07
"RANBP9",3.04620780035647e-11,-0.55329907703033,0.075,0.128,7.83240949627656e-07
"ANKRD22",3.06599115178218e-11,-0.47607968915638,0.157,0.231,7.88327644946233e-07
"SLC25A13",3.10917152197270e-11,-0.559120628768651,0.08,0.136,7.99430181729622e-07
"IL17RA",3.27338232769878e-11,-0.444266909185414,0.083,0.14,8.41652064097909e-07
"ESYT2",3.37960883106698e-11,-0.580626754118186,0.083,0.138,8.68965022643943e-07
"STX7",3.49754119552724e-11,0.554311048812321,0.444,0.388,8.99287792193964e-07
"RCC2",3.63400392074526e-11,-0.537824673043658,0.11,0.174,9.34375088102022e-07
"NFKBIB",3.6454353849211e-11,-0.533388071860464,0.123,0.188,9.37314346170914e-07
"BASP1",3.69609080729372e-11,-0.379265904503392,0.44,0.543,9.50338868371361e-07
"SQSTM1",3.76045928103385e-11,0.57266616336921,0.705,0.718,9.66889290339423e-07
"PIK3R1",4.16490530666486e-11,0.90683573578715,0.22,0.149,1.07088045244967e-06
"ELAVL1",4.19722932526858e-11,-0.341965517997372,0.233,0.32,1.07919160411306e-06
"TEX30",4.20737217592808e-11,-0.379421342021827,0.099,0.16,1.08179953387463e-06
"PABPC4",4.33272228209138e-11,0.46236243263156,0.561,0.518,1.11402955317134e-06
"CPD",4.36920764534784e-11,-0.345160067594908,0.102,0.164,1.12341066977184e-06
"MAPK1",4.4023514823376e-11,-0.312629975297843,0.223,0.311,1.13193261313864e-06
"LGALS3",4.63035755255402e-11,0.339466426633982,0.776,0.757,1.19055753391269e-06
"SSH1",4.73062882712655e-11,-0.597018759893029,0.062,0.111,1.21633928403078e-06
"TNFRSF21",4.85358599683751e-11,1.03778212084262,0.194,0.128,1.24795403150686e-06
"CYP27A1",4.90630782195721e-11,0.773634666738193,0.218,0.147,1.26150986718164e-06
"ISG20L2",5.12071874031443e-11,-0.440020715630462,0.126,0.193,1.31663920250965e-06
"ARRB2",5.14593347380742e-11,0.446855896586717,0.542,0.497,1.32312241478536e-06
"TMX4",5.34252675015712e-11,-0.47251656852471,0.136,0.204,1.3736704780004e-06
"SS18L2",5.51679137252111e-11,-0.319532753475058,0.261,0.35,1.41847739770263e-06
"MPZL1",5.67323512301374e-11,-0.423289537014226,0.131,0.199,1.45870221482929e-06
"MBOAT7",5.7057413081084e-11,-0.335978379510326,0.179,0.257,1.46706020514083e-06
"TMEM41B",5.89007867761314e-11,-0.516828059942373,0.105,0.165,1.51445702958789e-06
"CUL4A",6.17824745442431e-11,-0.494668783483914,0.111,0.173,1.58855098548158e-06
"RUSC1",6.19798363635406e-11,-0.69685198567743,0.075,0.126,1.59362555257936e-06
"STT3A",6.2712664504188e-11,-0.588595929374339,0.107,0.167,1.61246802973168e-06
"RANGAP1",6.33727575070366e-11,-0.533481731110112,0.091,0.148,1.62944034102093e-06
"RNF2",6.36214470315937e-11,-0.399697824265129,0.11,0.173,1.63583464607634e-06
"TIMP3",6.7188158873225e-11,1.06581356743095,0.137,0.076,1.72754194094836e-06
"TXNL4A",6.74415220141723e-11,-0.36099369640511,0.258,0.348,1.7340564140284e-06
"ACER3",6.7760667662663e-11,-0.255949748385676,0.228,0.315,1.74226228694239e-06
"PRR7",6.78809125499334e-11,-0.399194461022241,0.055,0.102,1.74535402348389e-06
"IL4R",7.11078813029128e-11,-0.51167581865719,0.101,0.161,1.82832584406049e-06
"LRRC25",7.11368025437447e-11,0.630679634209583,0.33,0.261,1.82906946700476e-06
"FAM173A",7.20215558234693e-11,-0.395580122359982,0.221,0.305,1.85181824333304e-06
"NIPA2",7.20381392129346e-11,-0.489077367555917,0.148,0.218,1.85224463544297e-06
"SERPINA6",7.41392596607331e-11,1.06582927027158,0.158,0.096,1.90626864439677e-06
"HSD17B10",7.56318316745328e-11,-0.254299493864785,0.349,0.454,1.94464565601559e-06
"NCKAP5L",7.8816009212233e-11,-0.656186874725782,0.055,0.1,2.02651722886493e-06
"VMO1",8.07068544453604e-11,0.831894791240514,0.288,0.219,2.07513464149911e-06
"CAT",8.14569088616994e-11,0.542267509961176,0.434,0.373,2.09442004065201e-06
"ITPRIP",8.27835210651090e-11,-0.657115159617037,0.09,0.146,2.12852989362608e-06
"CNOT10",8.4084985640062e-11,-0.618260763112523,0.096,0.153,2.16199315077727e-06
"CREBRF",8.73978601791212e-11,0.598169361885344,0.28,0.202,2.24717378092557e-06
"SASH1",8.9212721276147e-11,1.14546276145759,0.118,0.062,2.29383748945229e-06
"IRF7",8.94807498058252e-11,-0.399289851588434,0.201,0.279,2.30072903900738e-06
"CRIPT",9.3742402330522e-11,-0.277493637435705,0.223,0.308,2.41030464872238e-06
"COPA",9.62709416112931e-11,-0.412975010156327,0.24,0.322,2.47531845070957e-06
"CCNG1",9.65653983610899e-11,0.785671696657962,0.281,0.213,2.48288952266034e-06
"RP11-295G20.2",9.68204782093732e-11,-0.380005474649517,0.083,0.137,2.4894481357194e-06
"MFF",9.96233925262955e-11,-0.312660728388264,0.246,0.332,2.56151666863611e-06
"KMT2E",9.99733792405663e-11,-0.282054585265278,0.375,0.477,2.57051552703344e-06
"PAPOLG",1.00245071315869e-10,1.22843206867635,0.114,0.059,2.57750127367363e-06
"MBD2",1.01772359651199e-10,-0.298450329523141,0.18,0.257,2.61677091135162e-06
"HSPBP1",1.04305131173014e-10,-0.523312455552448,0.092,0.149,2.68189353272053e-06
"NPM3",1.04827318914306e-10,-0.383026324243501,0.169,0.243,2.69532002392464e-06
"C14orf142",1.08727073656031e-10,-0.367247367926561,0.092,0.149,2.79559051784386e-06
"PRR34-AS1",1.10401143321207e-10,-0.388672704089944,0.12,0.186,2.83863419707489e-06
"PTEN",1.11598489544305e-10,0.702061787855196,0.327,0.259,2.86942036316316e-06
"RAB22A",1.15757064960659e-10,-0.471578535051114,0.125,0.189,2.97634565426846e-06
"TRADD",1.18553106759768e-10,-0.430064299013913,0.164,0.239,3.04823748100716e-06
"HN1L",1.18762417703318e-10,-0.627542658167433,0.058,0.104,3.05361928398772e-06
"RPL22L1",1.199010248609e-10,-0.308675003564741,0.412,0.506,3.08289515122346e-06
"CCAR1",1.20639519914693e-10,-0.343126172222093,0.192,0.271,3.10188333604658e-06
"BST2",1.21749082707161e-10,0.290449398967642,0.74,0.712,3.13041241456653e-06
"HYOU1",1.27020257209255e-10,-0.695047823438631,0.08,0.132,3.26594485336436e-06
"JMY",1.2973004397414e-10,-0.758261839886864,0.084,0.138,3.33561889066309e-06
"FAM20A",1.30013234124257e-10,-0.805395441643456,0.096,0.151,3.34290027580289e-06
"PLPP5",1.30095622527871e-10,-0.559452051011747,0.098,0.155,3.34501864643662e-06
"TMEM38B",1.3084570959731e-10,-0.321373147546855,0.132,0.199,3.36430488516604e-06
"RNF146",1.34286044989225e-10,1.06104426199546,0.169,0.107,3.45276278876295e-06
"MT1M",1.34871577167959e-10,-0.466585864378671,0.07,0.12,3.46781799214257e-06
"HYAL2",1.35663166128786e-10,1.00138545743367,0.153,0.093,3.48817132750333e-06
"TUBA4A",1.3842374655592e-10,-0.303314735726609,0.126,0.191,3.55915137144582e-06
"APOC4-APOC2",1.41680748667655e-10,1.22110420164749,0.148,0.088,3.64289540974276e-06
"SLC25A32",1.61712942394822e-10,-0.74599617570939,0.058,0.103,4.15796317485567e-06
"TOMM40",1.61819690337559e-10,-0.438215863927816,0.164,0.236,4.16070787795933e-06
"ATP1B1",1.63704961897291e-10,0.545945909116589,0.423,0.36,4.20918198030315e-06
"EIF3D",1.68609398841617e-10,0.451957485233101,0.536,0.486,4.33528486301565e-06
"STYXL1",1.73045801003047e-10,-0.498053997050791,0.1,0.159,4.44935363539035e-06
"SORL1",1.73748157004461e-10,-0.560460395333989,0.101,0.158,4.46741261289869e-06
"FBXO9",1.93648011952151e-10,-0.569013808987857,0.09,0.145,4.97907768331372e-06
"TTL",1.93733016490307e-10,-0.616007314767522,0.066,0.113,4.98126331999876e-06
"MMP24-AS1",1.93782734009222e-10,-0.291240348371901,0.307,0.399,4.98254165684511e-06
"DNAJC2",1.9805631176346e-10,-0.426873955944728,0.151,0.219,5.09242388806208e-06
"RBM12",2.00039162697998e-10,-0.596398949844555,0.086,0.14,5.14340695129091e-06
"RRAGC",2.0110796237803e-10,-0.353034323480302,0.251,0.336,5.17088792866391e-06
"SLC43A3",2.20483706575163e-10,-0.303157273916156,0.213,0.294,5.66907706346059e-06
"SPTLC2",2.20847751738393e-10,0.932986009684245,0.194,0.131,5.67843739269757e-06
"PRRC2A",2.21265967604171e-10,-0.435425000692875,0.103,0.162,5.68919055903844e-06
"ME1",2.217540343543e-10,0.867427955908628,0.185,0.122,5.70173973131776e-06
"CD80",2.24393048206657e-10,-0.710344690197193,0.08,0.131,5.76959405548955e-06
"SLC2A5",2.27931471011196e-10,-0.335294376068661,0.091,0.147,5.86057398263986e-06
"GLRX5",2.32061836216592e-10,-0.428408781087832,0.161,0.231,5.96677393280102e-06
"DR1",2.44136185876439e-10,-0.346240066732006,0.164,0.238,6.27722961125501e-06
"TRIAP1",2.4748308630442e-10,-0.402853077258389,0.156,0.226,6.36328511505924e-06
"SIK3",2.50216979609803e-10,-0.611302228734979,0.056,0.1,6.43357897972725e-06
"C2orf69",2.57241820836311e-10,-0.72116568342734,0.087,0.139,6.61420169734324e-06
"UBA2",2.66889682761036e-10,-0.349189652894443,0.182,0.258,6.86226752315175e-06
"FEM1C",2.74292141698341e-10,-0.48433262705315,0.097,0.153,7.05259954734774e-06
"BHLHE41",2.78664443536304e-10,-0.529849110746832,0.071,0.121,7.16502017220545e-06
"YDJC",2.83951865429686e-10,-0.51486584066577,0.084,0.138,7.30097036392808e-06
"CARM1",2.84874093675147e-10,-0.622839563765503,0.068,0.115,7.32468269657539e-06
"HNRNPUL2",2.86331306440389e-10,-0.387240248741062,0.136,0.203,7.36215055119529e-06
"HAGHL",2.893763901201e-10,-0.61884976025231,0.067,0.115,7.440445742768e-06
"SMARCB1",2.97207736912576e-10,-0.409641135863237,0.182,0.255,7.64180533149615e-06
"GAMT",3.0518269619517e-10,0.771578527603701,0.273,0.207,7.84685748457022e-06
"FAM120A",3.09509297351707e-10,-0.252605490933175,0.274,0.365,7.95810305350708e-06
"CCNL1",3.13910546515429e-10,-0.260706428251297,0.575,0.671,8.07126797200471e-06
"USB1",3.1483304044032e-10,-0.442204372828427,0.122,0.184,8.0949871358015e-06
"PSMA3-AS1",3.39861056347262e-10,-0.315191166365655,0.198,0.276,8.7385074808008e-06
"RCAN1",3.63791623202555e-10,0.597183494120378,0.265,0.194,9.3538102157841e-06
"LSM1",4.06788191718087e-10,-0.31785298577015,0.225,0.308,1.04593379854554e-05
"MRPL20",4.0701075568465e-10,-0.257311426885043,0.485,0.584,1.04650605501637e-05
"ASXL1",4.1975903450663e-10,-0.603545165119473,0.057,0.101,1.07928442952345e-05
"PDIA4",4.24698121703423e-10,-0.315760483389539,0.445,0.539,1.09198381052384e-05
"NT5C3B",4.35373535988395e-10,-0.722283075268486,0.08,0.13,1.11943243573336e-05
"FAHD1",4.64009008736829e-10,-0.556957835905219,0.09,0.144,1.19305996326414e-05
"PIK3CB",4.6717650596479e-10,-0.500149826913077,0.082,0.133,1.20120423213667e-05
"EGR3",4.67505102475374e-10,-0.612440901356824,0.07,0.118,1.20204911948468e-05
"TM2D2",4.69156143860885e-10,-0.380388729904493,0.207,0.284,1.20629427709511e-05
"SUN2",4.73153910885346e-10,-0.469266624703257,0.086,0.138,1.2165733356684e-05
"ZDHHC3",5.06412084078723e-10,-0.379489019264565,0.115,0.176,1.30208675058321e-05
"RILPL2",5.11837783465828e-10,0.521801957395216,0.521,0.482,1.31603730884734e-05
"CD276",6.04403057260632e-10,-0.355206819456521,0.105,0.164,1.55404114082854e-05
"IRS2",6.09433579056152e-10,0.707436332340977,0.328,0.259,1.56697561846918e-05
"DDX3Y",6.46342428738005e-10,-0.324831339351433,0.276,0.365,1.66187565277116e-05
"TAF11",6.67755399842169e-10,-0.413277808369334,0.159,0.228,1.71693268407418e-05
"CTTN",6.72398086167713e-10,1.79076833222889,0.107,0.057,1.72886995915442e-05
"WDFY2",6.73318322411085e-10,-0.481047369364734,0.125,0.186,1.73123607058338e-05
"AGAP3",6.82131124623253e-10,-0.469219823742026,0.099,0.155,1.75389554763131e-05
"MRPL48",6.84934353516374e-10,-0.331572636601538,0.137,0.203,1.7611032097613e-05
"MLX",6.99219381710018e-10,0.707143877787229,0.297,0.232,1.7978328742528e-05
"GPD2",7.13891115369018e-10,-0.567247750263495,0.07,0.117,1.83555683583682e-05
"USP7",7.29284486245592e-10,-0.519941266896814,0.098,0.154,1.87513627103467e-05
"ETS2",7.6866138262405e-10,-0.281354947678745,0.501,0.591,1.97638214700296e-05
"CRKL",8.11789959965449e-10,-0.57374122886872,0.057,0.101,2.08727434506316e-05
"LYRM2",8.33901886151749e-10,-0.396756967848403,0.134,0.199,2.14412852967338e-05
"MYLIP",8.34935166517061e-10,-0.364242409742398,0.214,0.29,2.14678530014867e-05
"BCAT1",8.42967681324455e-10,-0.270001285021884,0.318,0.413,2.16743850222144e-05
"NELFE",8.45631940750764e-10,-0.312655316317544,0.272,0.352,2.17428884605836e-05
"MRC1",8.49228289010594e-10,-0.479434264916675,0.499,0.56,2.18353577670404e-05
"BCL2L12",8.56972916719746e-10,-0.653898718557524,0.085,0.136,2.20344876346981e-05
"ZNF593",8.79220189311082e-10,-0.394543081617323,0.216,0.294,2.26065095075665e-05
"GTF2E2",8.8097395083293e-10,-0.462187760204529,0.11,0.168,2.26516022238163e-05
"CDK5",8.97330079770754e-10,-0.38383474512268,0.09,0.144,2.30721510110656e-05
"MPHOSPH6",9.05348764238172e-10,-0.278478982771671,0.325,0.416,2.32783274260919e-05
"MAD2L1",9.06988360646701e-10,-0.550690846466239,0.059,0.103,2.3320484728948e-05
"FXN",9.10824868031266e-10,-0.420112987397248,0.094,0.15,2.34191290068199e-05
"ZNF428",9.43593211883516e-10,-0.346493967770532,0.252,0.333,2.4261668663949e-05
"FXYD6",9.45500468681059e-10,1.021039184639,0.129,0.074,2.43107080507274e-05
"ABHD3",9.70795479944203e-10,-0.44112421145676,0.188,0.261,2.49610933803253e-05
"GPR132",9.96177740927794e-10,-0.455564283508871,0.105,0.163,2.56137220747354e-05
"NRP2",1.02691643684893e-09,-0.351851652158183,0.273,0.356,2.64040754242597e-05
"TRIM22",1.05135379272172e-09,0.6932132363835,0.277,0.209,2.70324087184608e-05
"PPARD",1.05576472118738e-09,-0.532412888989237,0.067,0.114,2.714582251117e-05
"HHEX",1.07109065967781e-09,-0.409590045367222,0.118,0.176,2.75398830416358e-05
"ERAP1",1.11389817216831e-09,-0.472191296014199,0.104,0.161,2.86405498027917e-05
"SLC11A2",1.12328877567589e-09,-0.483467753922362,0.132,0.193,2.88820010001784e-05
"ANAPC16",1.13620534118653e-09,0.372440796362806,0.635,0.604,2.92141117325881e-05
"LGALS8",1.14030110009935e-09,-0.29664940024466,0.184,0.258,2.93194218857545e-05
"FAM50A",1.15507177526451e-09,-0.274470736311918,0.336,0.429,2.96992054856012e-05
"ST3GAL6",1.195028551214e-09,-0.323078796685913,0.14,0.205,3.07265741088144e-05
"COQ2",1.21547737829517e-09,-0.39805019112213,0.151,0.218,3.12523543507254e-05
"FAM195A",1.21861867309664e-09,-0.345783254307638,0.241,0.324,3.13331233226608e-05
"KRAS",1.22715852653348e-09,-0.326695502508985,0.209,0.285,3.15527000342288e-05
"ZNF511",1.25458116739058e-09,-0.340449967209622,0.173,0.244,3.22577909759466e-05
"ITGAE",1.25917420869897e-09,-0.318736234531614,0.135,0.199,3.23758872540679e-05
"PPP6R1",1.28264569158852e-09,-0.344567176162524,0.095,0.151,3.29793860221241e-05
"CALU",1.29050696356612e-09,-0.295650158078343,0.267,0.353,3.3181515047212e-05
"AP2A2",1.30239347254475e-09,0.652245834111013,0.31,0.25,3.34871409660706e-05
"RP11-347P5.1",1.31291174046712e-09,1.41334419826138,0.104,0.055,3.37575866708907e-05
"TGFBR1",1.34545162424673e-09,-0.319677769061266,0.137,0.202,3.4594252162632e-05
"SLC9A9",1.36322973200367e-09,1.10434901876313,0.12,0.067,3.50513628692783e-05
"MRPL11",1.38473566665225e-09,-0.290393289072521,0.258,0.343,3.56043234609627e-05
"ALDOC",1.4393039763982e-09,-0.288537606673142,0.102,0.159,3.70073838411506e-05
"DBF4",1.44304323483073e-09,-0.4938208027251,0.065,0.11,3.71035276539677e-05
"PILRA",1.49715813518874e-09,0.443805374276464,0.467,0.404,3.84949299719729e-05
"MED13",1.52377756911767e-09,-0.348787697101208,0.132,0.196,3.91793688571534e-05
"LIMK1",1.54931661983089e-09,-0.514371982024556,0.075,0.124,3.98360289290918e-05
"SRSF1",1.60743170263252e-09,-0.259684642357572,0.194,0.27,4.13302839380873e-05
"MSRB1",1.65384785447486e-09,-0.369774483799064,0.117,0.176,4.25237360342575e-05
"POLR2D",1.66602311760965e-09,-0.586184723873468,0.068,0.114,4.28367863999793e-05
"AFTPH",1.67223894890735e-09,-0.430566340411929,0.136,0.198,4.29966078543058e-05
"IRAK3",1.68098403072266e-09,0.850429859202288,0.23,0.169,4.3221461397941e-05
"MAN1A1",1.70715686394677e-09,0.936188805920772,0.264,0.203,4.38944172857993e-05
"COMMD3",1.78375970153636e-09,-0.267470605141403,0.302,0.389,4.58640294459029e-05
"SMC4",1.78998249585678e-09,-0.470705998583672,0.146,0.209,4.60240299334695e-05
"RNF139",1.79360827226154e-09,-0.345894616639583,0.172,0.242,4.61172558963887e-05
"AP001055.6",1.85367713505712e-09,1.01221440161086,0.135,0.08,4.76617464965887e-05
"KCNK6",1.86820547332128e-09,-0.680559542912684,0.099,0.151,4.80352991300369e-05
"C1orf131",1.98691270933394e-09,-0.412669973397484,0.1,0.155,5.10874995823942e-05
"KCNE1",2.07640397045305e-09,1.18823376058001,0.122,0.07,5.33884988882888e-05
"APOL4",2.11364388945564e-09,-0.671035295391238,0.058,0.101,5.43460116856833e-05
"DESI2",2.22237298902669e-09,-0.546544632219633,0.09,0.142,5.71416542938543e-05
"MAFG",2.22585481505025e-09,-0.368532675130417,0.107,0.165,5.7231179004572e-05
"PDE4DIP",2.24682320683799e-09,-0.356144749061935,0.289,0.368,5.77703182942183e-05
