"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RBX1",7.46637530624978e-15,-0.582558376776161,0.366,0.629,1.91975441874294e-10
"CTD-3252C9.4",7.94972256296841e-15,2.0118398563912,0.327,0.139,2.04403266539044e-10
"CSNK2B",8.03976910090674e-15,-0.678262902774823,0.319,0.543,2.06718543122514e-10
"HP",8.70431781555717e-15,3.07609335715167,0.237,0.062,2.23805419673606e-10
"MRPS10",8.83629601377483e-15,-0.923972580384533,0.105,0.249,2.27198843106178e-10
"FABP5",9.43112984345548e-15,-0.477971290256958,0.299,0.534,2.42493210534927e-10
"POLR2H",9.71564055452173e-15,-0.861290699760728,0.102,0.246,2.49808549937863e-10
"PDCD5",1.13212046958995e-14,-0.783567838670693,0.181,0.365,2.91090815140968e-10
"ATP5C1",1.26261352265351e-14,-0.627092679084878,0.37,0.617,3.24643188944671e-10
"MPST",1.30384931402806e-14,-1.05376175339005,0.103,0.243,3.35245735622895e-10
"IER3",1.53764320176462e-14,-0.751395633223664,0.126,0.288,3.9535882003772e-10
"TOMM22",1.62097618247607e-14,-0.655535124474877,0.305,0.534,4.16785396038248e-10
"GTF2H5",1.62184652147902e-14,-0.743559917088757,0.168,0.347,4.17009177602685e-10
"CALM3",2.10753800797731e-14,-0.594245191254746,0.406,0.644,5.41890172611126e-10
"CDKN3",2.15046299474079e-14,-1.39130666518087,0.034,0.119,5.52927045207751e-10
"FEN1",2.16111062020475e-14,-1.4121034753798,0.03,0.11,5.55664762667046e-10
"IFITM3",2.1917638762062e-14,-0.718656142891862,0.45,0.65,5.63546327850138e-10
"APOH",2.36648595447548e-14,2.52319998963408,0.326,0.154,6.08470868614736e-10
"TKT",2.37833340045254e-14,-0.668225519584811,0.216,0.418,6.11517083924357e-10
"PTP4A1",2.56689660516659e-14,-0.629461137921943,0.308,0.534,6.60000455120435e-10
"DPM2",2.6089733940499e-14,-0.802413026338514,0.103,0.246,6.70819239078109e-10
"CUTA",2.69627091745931e-14,-0.550915292187432,0.502,0.748,6.93265178297137e-10
"TNFRSF18",2.78902867256135e-14,-0.973049016358131,0.202,0.38,7.17115052288974e-10
"CAMK1",2.92287580203472e-14,-1.08073344760377,0.058,0.166,7.51529826219167e-10
"TK1",3.01916343604216e-14,-1.70090891207273,0.029,0.107,7.7628730267516e-10
"EHD4",3.08685802131892e-14,-1.10856917089648,0.074,0.196,7.93692934441521e-10
"KLF6",3.16188494097872e-14,1.03443311038918,0.718,0.721,8.1298385602445e-10
"TMEM14C",3.23093378337722e-14,-0.691444768906817,0.201,0.398,8.30737694381952e-10
"PTGES2",3.34087994717886e-14,-1.1793605954297,0.065,0.178,8.59007052018627e-10
"C11orf31",3.47857699689812e-14,-0.563749999169904,0.337,0.579,8.94411717442444e-10
"LSM4",4.01637903837024e-14,-0.783098749314046,0.204,0.398,1.03269137834576e-09
"FXYD2",4.36815293570087e-14,-0.680121384408295,0.047,0.148,1.12313948282741e-09
"GRINA",4.40844268886734e-14,-1.05792510017525,0.09,0.22,1.13349878416157e-09
"ISG15",4.43446545665179e-14,-0.503407262883607,0.446,0.674,1.14018975821431e-09
"POLDIP2",5.26236033871668e-14,-1.06572866410557,0.081,0.205,1.35305809029083e-09
"ECHS1",5.80347691296544e-14,-0.751531363331748,0.198,0.386,1.49218998386167e-09
"ODC1",5.97509937471019e-14,-0.767325880572497,0.166,0.344,1.53631755122548e-09
"SNRPC",6.24559550656652e-14,-0.724162778051098,0.218,0.415,1.60586751664838e-09
"SNX3",6.57809923115125e-14,-0.584492967205798,0.407,0.653,1.69136087431361e-09
"NDUFA2",7.46523936416204e-14,-0.540249564344532,0.318,0.555,1.91946234531334e-09
"ATP5G3",7.79274980665717e-14,-0.488855000330199,0.469,0.724,2.00367183028769e-09
"SOD1",7.80793598816561e-14,-0.404006853596654,0.732,0.914,2.00757650127714e-09
"PDIA6",7.95906690602581e-14,-0.541471190476918,0.355,0.596,2.04643528287736e-09
"SLC5A3",8.60727171244931e-14,-0.729160597328099,0.121,0.273,2.21310170270497e-09
"ARL4D",1.00130263086248e-13,-1.24719805519082,0.035,0.119,2.57454932447361e-09
"SERPIND1",1.01140488240876e-13,-1.12810234547634,0.052,0.151,2.60052423364941e-09
"PKM",1.0580817081989e-13,-0.313559499630875,0.483,0.73,2.720539688121e-09
"HAPLN3",1.07761367542775e-13,-1.40230955554785,0.04,0.128,2.77076028225984e-09
"MCM3",1.08956690409984e-13,-1.00063756028765,0.066,0.178,2.8014944238215e-09
"MVB12A",1.11796397724996e-13,-1.2316652157074,0.057,0.16,2.8745089783051e-09
"CD53",1.16281859282794e-13,0.971541477400294,0.612,0.543,2.9898391658792e-09
"AC090498.1",1.23293516787136e-13,-0.618317913182418,0.696,0.887,3.17012290363085e-09
"NDUFB10",1.26801486734282e-13,-0.569572381408808,0.293,0.525,3.26031982691186e-09
"EIF5A",1.39282872775648e-13,-0.768748918304242,0.246,0.436,3.58124122480745e-09
"HIST1H2BD",1.55248331810167e-13,-1.36551373936401,0.039,0.125,3.99174510750303e-09
"ATIC",1.61194668650131e-13,-0.952098716945176,0.077,0.196,4.14463732033217e-09
"CLDN4",1.64448945990505e-13,-1.3465332156631,0.031,0.11,4.22831129930785e-09
"RPL37",1.657989139694e-13,-0.291124683700347,0.945,1,4.26302167598121e-09
"RALY",1.7194274441245e-13,-0.823435829473429,0.251,0.451,4.42099184433291e-09
"MRPL40",1.91645495663961e-13,-0.795911443159068,0.112,0.255,4.92758898451177e-09
"HMOX1",2.20905111959981e-13,-1.15626325004997,0.071,0.184,5.67991223871502e-09
"VCP",2.22530894812085e-13,-0.636424780440834,0.23,0.43,5.72171436740834e-09
"PARP8",2.26563205082905e-13,2.25045138537791,0.256,0.089,5.82539312909166e-09
"RANGAP1",2.40670026931618e-13,-0.774571306926622,0.076,0.196,6.18810773246575e-09
"PPIH",2.41210337993259e-13,-0.919376546605864,0.077,0.196,6.20200021048268e-09
"PSMA4",2.57798090356999e-13,-0.518852131628872,0.384,0.629,6.62850449925917e-09
"SIGMAR1",2.5918187227414e-13,-1.16901379983109,0.046,0.139,6.66408429991269e-09
"IL1B",2.60938468264381e-13,-1.07055039140228,0.07,0.184,6.70924989601377e-09
"SMC4",2.61719603836491e-13,-0.711591613572797,0.159,0.326,6.72933445384387e-09
"PRDX1",2.61965796188441e-13,-0.362465825025256,0.508,0.757,6.73566455159721e-09
"SERPINC1",2.79467109370346e-13,6.25915188621767,0.143,0.003,7.18565831613034e-09
"CKS2",2.9859528333911e-13,-0.554346040330276,0.373,0.617,7.67748192521521e-09
"ZNF428",3.01394508563151e-13,-0.869359484339461,0.142,0.3,7.74945560417574e-09
"TTR",3.41410869316068e-13,2.22189377317786,0.379,0.226,8.77835627185474e-09
"COX6C",3.41840176806057e-13,-0.484554331619555,0.696,0.869,8.78939462603735e-09
"HLA-DQA2",3.46442871506288e-13,-1.18342679157748,0.074,0.187,8.90773911216967e-09
"CDK1",3.56135316686063e-13,-1.18773345378335,0.032,0.11,9.15695126263205e-09
"RPS19BP1",3.85915631783203e-13,-0.73445739896481,0.242,0.436,9.92266272440972e-09
"RPS12",3.94515562792812e-13,-0.328231567327363,0.979,1,1.01437841505288e-08
"TNFRSF4",4.07603382882331e-13,-1.10262631238464,0.212,0.386,1.04802981806705e-08
"RGS1",4.20498459328531e-13,0.848997822026304,0.762,0.68,1.08118563862552e-08
"MTX1",4.25393333410219e-13,-1.03812819520325,0.074,0.187,1.09377133886435e-08
"QDPR",4.6445486428071e-13,-1.08172801024911,0.067,0.175,1.19420634703856e-08
"GADD45GIP1",4.80477603845485e-13,-0.668375371850223,0.273,0.475,1.23540401500751e-08
"BSG",4.87819298005219e-13,-0.590196943885517,0.427,0.662,1.25428097903102e-08
"ACP1",4.93941284117266e-13,-0.718273741748722,0.234,0.421,1.27002182972231e-08
"UBE2T",5.28546449744404e-13,-1.38554149469434,0.03,0.104,1.35899863158281e-08
"PDLIM7",5.29345847252242e-13,-1.47932328323577,0.034,0.113,1.36105404245497e-08
"ANP32B",5.6260070751897e-13,-0.631165234637121,0.313,0.54,1.44655893917278e-08
"DYNLRB1",5.8288352208094e-13,-0.524627694535481,0.3,0.528,1.49871011197451e-08
"HHEX",6.00375101399121e-13,-1.53880267739206,0.028,0.101,1.54368446071742e-08
"FUCA2",6.1565675313579e-13,-1.2356988392941,0.052,0.148,1.58297664366274e-08
"UQCC2",6.42430696169492e-13,-0.767805321163902,0.155,0.315,1.651817805991e-08
"H2AFY",6.65384570806769e-13,-0.665459238664406,0.233,0.433,1.71083680845836e-08
"UBL5",6.66939365923019e-13,-0.396327641509453,0.682,0.875,1.71483449766127e-08
"FKBP1A",6.74654001969924e-13,-0.475297604339849,0.442,0.694,1.73467036986507e-08
"NFAT5",6.77476251614444e-13,-0.989183623413187,0.091,0.217,1.74192693815106e-08
"HDGF",6.80919332459011e-13,-1.04616435586411,0.066,0.172,1.75077978761861e-08
"CACYBP",6.91007021539152e-13,-0.303433454529296,0.643,0.858,1.77671725378147e-08
"BANF1",6.994013812911e-13,-0.559258231391812,0.294,0.516,1.79830083157568e-08
"UQCR10",7.32911055404992e-13,-0.499677378004414,0.519,0.745,1.88446090565731e-08
"NELFE",7.39640573138116e-13,-0.767914183290318,0.134,0.285,1.90176384165272e-08
"GNA15",7.42655827104804e-13,-1.08289475511955,0.135,0.279,1.90951666265187e-08
"TFR2",8.77488319200494e-13,-1.36549753433056,0.036,0.116,2.25619796632831e-08
"MZT2B",8.80170246066089e-13,-0.583960994646561,0.344,0.579,2.26309373668513e-08
"CNN2",9.64401259718604e-13,-0.550278612036005,0.209,0.401,2.47966851898848e-08
"UQCRB",1.06284495829466e-12,-0.306240966254217,0.866,0.979,2.73278695676723e-08
"TUBA1B",1.25849703783765e-12,-0.510655962025826,0.577,0.766,3.23584758368817e-08
"RPLP0",1.3005730828729e-12,-0.281728572976518,0.92,0.988,3.34403351068279e-08
"RAB4A",1.35165285495854e-12,-0.945059285676721,0.125,0.267,3.47536982066939e-08
"MRPL27",1.35256514831048e-12,-0.780096997464056,0.146,0.3,3.4777155093359e-08
"POLR2I",1.40121691156023e-12,-0.770097469331414,0.168,0.329,3.60280892300366e-08
"ZNF511",1.46950264614701e-12,-1.19710859397341,0.062,0.163,3.77838520377319e-08
"DYNLL1",1.47938950290876e-12,-0.267086374681998,0.705,0.908,3.803806289879e-08
"ZDHHC4",1.49173187545822e-12,-1.03884980359623,0.056,0.154,3.83554099817817e-08
"BTG1",1.6618562278985e-12,0.716702551894556,0.863,0.947,4.27296473317261e-08
"CXCL3",1.74294353858119e-12,-0.580325912061709,0.098,0.231,4.48145642639995e-08
"CCND3",1.83290026203745e-12,1.57647446389893,0.345,0.187,4.71275315375068e-08
"CCT2",1.93093163074926e-12,-0.526203784847139,0.238,0.436,4.9648114089825e-08
"NINJ1",2.01275159535916e-12,-0.608353186605858,0.212,0.395,5.17518690198748e-08
"ATOX1",2.15486457125369e-12,-0.488399685517833,0.268,0.481,5.54058778560747e-08
"BRD9",2.18175734566174e-12,-0.980287284537513,0.073,0.184,5.60973448716547e-08
"SPP1",2.22933932674423e-12,-0.266210777917599,0.295,0.591,5.73207727692476e-08
"PIK3IP1",2.25355866850099e-12,1.29297997115939,0.438,0.297,5.79435004844975e-08
"MCM7",2.61276118721241e-12,-0.897556586979052,0.068,0.175,6.71793156456055e-08
"NDUFS6",3.04450271317372e-12,-0.591540064379862,0.319,0.54,7.82802537611227e-08
"SF3B6",3.22012808563875e-12,-0.483201307003989,0.383,0.617,8.27959333379435e-08
"MAD2L2",3.30197446643354e-12,-0.914330096315206,0.088,0.208,8.49003674809391e-08
"ETV7",3.43891066799788e-12,-1.04443459466539,0.038,0.119,8.84212710955614e-08
"CD63",3.86162720989672e-12,-0.481153557760708,0.571,0.757,9.92901588208645e-08
"CNP",3.95123291846978e-12,-1.09234824915769,0.054,0.148,1.01594100799695e-07
"COPRS",3.96479943821977e-12,-1.35074383439317,0.047,0.134,1.01942923155507e-07
"GSTM3",4.39629222540965e-12,-0.863602025071199,0.06,0.16,1.13037465699733e-07
"SERP1",4.49600206784194e-12,-0.452255021628603,0.524,0.795,1.15601205168352e-07
"IL7R",5.00393152780487e-12,1.29189546820351,0.582,0.519,1.28661087442919e-07
"TMEM14A",5.01605254560909e-12,-0.56560702049388,0.152,0.312,1.28972743052701e-07
"VDAC1",5.16603234952513e-12,-0.520974503668618,0.306,0.528,1.3282902377099e-07
"SNRNP25",5.32268044754039e-12,-0.824591162991088,0.065,0.169,1.36856759667159e-07
"CAPNS1",5.63106997861859e-12,-0.886679546172913,0.126,0.264,1.44786071290241e-07
"SLIRP",5.68987705157302e-12,-0.432886946495877,0.312,0.546,1.46298118750045e-07
"TRIP6",5.83457573752974e-12,-1.23413863168855,0.039,0.119,1.50018611363365e-07
"PON2",6.29283703137736e-12,-0.990832474109734,0.063,0.163,1.61801425750775e-07
"NDUFS8",6.35930032279541e-12,-0.491082783140355,0.275,0.493,1.63510329899716e-07
"TRIM28",6.50662629521422e-12,-0.869795374828491,0.065,0.169,1.67298375302548e-07
"MYDGF",6.67497863489816e-12,-0.54190958440718,0.243,0.439,1.71627050660502e-07
"RPL23",6.7233004691722e-12,-0.318883640930249,0.891,0.976,1.72869501663356e-07
"EFNA1",7.28107998389263e-12,-1.0324137500266,0.056,0.151,1.87211128545847e-07
"ANXA1",7.36020909046959e-12,1.1471506064225,0.63,0.51,1.89245696134154e-07
"ERGIC3",7.68448634300763e-12,-0.620452004304437,0.289,0.487,1.97583512851412e-07
"ZNRD1",7.88346101470096e-12,-0.682878060249441,0.166,0.323,2.02699549609991e-07
"MAP1LC3B",7.9550149808619e-12,-0.452426536679981,0.425,0.665,2.04539345187921e-07
"GC",9.07135048540854e-12,3.55357825914948,0.161,0.024,2.33242563680824e-07
"SEC11A",9.11995153032831e-12,-0.560506675790514,0.312,0.525,2.34492193747802e-07
"RAD51C",9.12335816541578e-12,-0.927978429823559,0.051,0.142,2.3457978514917e-07
"IGKC",9.48686380466055e-12,2.37579541727979,0.519,0.715,2.43926242145432e-07
"MAT2A",9.68669990144649e-12,-0.66143334535804,0.11,0.243,2.49064427865992e-07
"CHMP4B",9.98809153709253e-12,-0.704099909054595,0.145,0.297,2.56813809601723e-07
"AGPAT2",1.01628396904777e-11,-0.867220263191757,0.084,0.199,2.61306934121562e-07
"MT1E",1.02687030391482e-11,-0.596334369505386,0.115,0.249,2.6402889254258e-07
"MRPL14",1.05334240623729e-11,-0.719878410216708,0.218,0.392,2.70835399491733e-07
"GOT2",1.05479306673284e-11,-1.21857178689137,0.052,0.142,2.71208393318349e-07
"CLN6",1.06114109674778e-11,-1.61122717807597,0.032,0.104,2.7284059879579e-07
"MRPL52",1.11127646980481e-11,-0.50468460022446,0.249,0.445,2.85731405916213e-07
"MT-ND1",1.16103367447261e-11,-0.375193445164498,0.811,0.976,2.98524978380397e-07
"SNRPD1",1.19611909208033e-11,-0.498364600775003,0.303,0.522,3.07546140955695e-07
"CALR",1.23430127747438e-11,-0.503623595274242,0.455,0.671,3.17363544464213e-07
"MRPS18A",1.24476667091138e-11,-0.79853475211425,0.102,0.228,3.20054406424734e-07
"HEBP1",1.32313674808044e-11,-1.17861723151775,0.044,0.128,3.40204920666442e-07
"S100A8",1.3639317633798e-11,-0.963576848124108,0.038,0.116,3.50694135000213e-07
"PSME2",1.36693015052073e-11,-0.370415020008838,0.526,0.766,3.5146508030189e-07
"TRAF1",1.44214339797866e-11,-0.518554304713307,0.131,0.276,3.70803910488273e-07
"LTV1",1.46793156263576e-11,-0.907499764148183,0.048,0.136,3.77434563384906e-07
"YIF1B",1.53103384825164e-11,-1.08398258957885,0.068,0.169,3.93659423062462e-07
"SOD2",1.62655179969677e-11,-0.553808727311415,0.327,0.543,4.18218998738033e-07
"HLA-C",1.66408556430612e-11,0.327921797718427,0.991,0.994,4.27869680294389e-07
"STAT1",1.68008964772542e-11,-0.594162539861006,0.171,0.329,4.31984650223161e-07
"PLG",1.77821275322793e-11,-1.21394564537944,0.066,0.166,4.57214063109965e-07
"SAMSN1",1.81402445821627e-11,0.791774894369963,0.7,0.596,4.66421968696566e-07
"TACO1",1.90319849702832e-11,-1.46496038413583,0.034,0.107,4.89350397555923e-07
"ANG",2.04019371972766e-11,-0.577217632247393,0.119,0.258,5.24574609216376e-07
"FABP4",2.0988101625928e-11,4.5043144234633,0.133,0.009,5.3964606900586e-07
"PHF14",2.11504024213331e-11,-0.973136289838759,0.093,0.211,5.43819147057316e-07
"DUSP3",2.15757412618902e-11,-0.976871579197383,0.035,0.11,5.54755459325722e-07
"RPSA",2.41961730040473e-11,-0.312876660274488,0.896,0.976,6.22132000280063e-07
"ETFB",2.49746854831779e-11,-0.556226191991216,0.253,0.442,6.42149113143471e-07
"ACAT2",2.57323671207553e-11,-0.591106348713019,0.112,0.243,6.61630623408859e-07
"RPS21",2.59421711419376e-11,-0.320326611021719,0.918,0.997,6.670251044015e-07
"PSMA7",2.65586182011224e-11,-0.460911373455699,0.602,0.792,6.82875191187259e-07
"YWHAH",2.73926365182205e-11,-0.609282889526653,0.268,0.46,7.04319470156486e-07
"DDT",2.7413138861957e-11,-0.531674292276323,0.344,0.558,7.0484662641864e-07
"CXCL8",2.74146362171621e-11,-0.715642026024938,0.171,0.32,7.04885126415671e-07
"TOMM7",2.75599688213366e-11,-0.409040123914025,0.747,0.875,7.08621918334208e-07
"CCT5",2.7640449987468e-11,-0.50636646904377,0.209,0.386,7.10691250077777e-07
"DRG1",2.80778454052336e-11,-0.743426163078162,0.087,0.202,7.21937561059366e-07
"SSBP1",2.84923975147719e-11,-0.552351328348247,0.288,0.484,7.32596524899815e-07
"IER5",2.98790060300117e-11,-0.78648622024847,0.12,0.255,7.68249003043662e-07
"LSM7",3.04463870945524e-11,-0.540793480254724,0.333,0.537,7.82837504975132e-07
"RP11-345J4.5",3.14467397089319e-11,-1.24723672455525,0.039,0.116,8.08558571396057e-07
"RPA3",3.35100282655827e-11,-0.64043434980423,0.234,0.415,8.61609846764663e-07
"TNFSF14",3.54053222427892e-11,-0.735714469906441,0.111,0.237,9.10341645506595e-07
"MPC1",3.55062270487917e-11,-0.707436086740943,0.147,0.294,9.12936109878533e-07
"POMP",3.64071391013018e-11,-0.384049532153861,0.56,0.813,9.36100360572672e-07
"RPS16",3.70317219939368e-11,-0.261736129315381,0.963,1,9.52159635908103e-07
"CSF1",3.78048795752888e-11,-0.931544881664574,0.038,0.116,9.72039063639825e-07
"HMGN2",3.81322318192061e-11,-0.532259432067427,0.53,0.721,9.80455944535428e-07
"NDUFB7",3.95676759651793e-11,-0.524197170224057,0.333,0.546,1.01736408441669e-06
"PPIF",3.97706176438172e-11,-0.996916154777278,0.055,0.145,1.02258212085783e-06
"MIR4435-2HG",4.28392035475926e-11,-0.612716955327951,0.204,0.374,1.1014816016157e-06
"RBM42",4.9248692951656e-11,-0.805205268231201,0.103,0.226,1.26628239317298e-06
"DGCR6L",4.94303329354703e-11,-0.736193462650353,0.154,0.3,1.27095272043681e-06
"RAB13",5.06397871363297e-11,-0.922375813861529,0.069,0.169,1.30205020684931e-06
"ARHGDIB",5.11202664618965e-11,0.465996191553089,0.877,0.864,1.31440429126828e-06
"ELF1",5.41486526671993e-11,0.727519608698603,0.648,0.546,1.39227015737903e-06
"MXD1",5.44284034877979e-11,-0.749483862526918,0.092,0.211,1.39946311047826e-06
"SOX4",5.55172073596083e-11,-0.481055198209158,0.068,0.169,1.42745843563025e-06
"COX5B",5.66235723483058e-11,-0.405617613270176,0.607,0.801,1.45590529221964e-06
"PGAM1",5.81136296147495e-11,-0.495035286624325,0.416,0.629,1.49421764465444e-06
"HMGB3",6.09867063173998e-11,-1.08915605413329,0.051,0.136,1.56809019283298e-06
"TOMM40",6.64597380149229e-11,-0.996770767703936,0.073,0.175,1.7088127838397e-06
"SRP14",7.24173206789177e-11,-0.315440136769355,0.854,0.944,1.86199414929633e-06
"TMEM141",7.49423060766745e-11,-0.680221908211343,0.117,0.246,1.92691657384346e-06
"USMG5",7.81469402062404e-11,-0.420489515851092,0.608,0.786,2.00931412658285e-06
"IMPDH2",8.50509825237248e-11,-0.576031286304525,0.144,0.288,2.18683086265001e-06
"MYADM",8.73415196176093e-11,1.36263298780519,0.402,0.267,2.24572515240797e-06
"ZFP36L2",8.78282036189244e-11,0.901364917845433,0.725,0.706,2.25823877144978e-06
"TRAPPC2L",9.02813357505174e-11,-0.675965130270149,0.15,0.294,2.3213137048173e-06
"KLHDC2",9.04848969606245e-11,-0.81222094259061,0.127,0.261,2.32654767065158e-06
"DTYMK",9.38335724448608e-11,-1.03593592869537,0.054,0.142,2.41264881470226e-06
"SRSF3",9.46561902574445e-11,-0.42831503971683,0.514,0.73,2.43379996389941e-06
"MRPS16",9.50520664190216e-11,-0.719450144096751,0.129,0.261,2.44397873176588e-06
"HSP90B1",9.5142384727343e-11,-0.445125961804546,0.438,0.674,2.44630099610944e-06
"CYTIP",9.84589608115147e-11,0.693720275487496,0.675,0.602,2.53157680038567e-06
"NPM3",9.87952307233879e-11,-0.895818420334602,0.067,0.163,2.54022297235975e-06
"NDUFB2",1.0294752944677e-10,-0.412838281822397,0.527,0.739,2.64698687713536e-06
"TSEN34",1.16611180313688e-10,-0.989511530637731,0.068,0.166,2.99830666822555e-06
"TBCB",1.25255538718529e-10,-0.588152929730071,0.249,0.427,3.22057041153083e-06
"YDJC",1.26156524441904e-10,-1.08731255788597,0.062,0.154,3.24373655645023e-06
"MRPS12",1.31789715028646e-10,-0.628339458301666,0.13,0.264,3.38857715281656e-06
"PPP1CC",1.34237471057942e-10,-0.543166745804505,0.209,0.38,3.4515138558418e-06
"SNRPF",1.4434249301472e-10,-0.402061908603075,0.358,0.588,3.71133418039447e-06
"TF",1.51048105872488e-10,-0.53760908748117,0.204,0.365,3.88374889819342e-06
"HSD17B10",1.53911898443268e-10,-0.500016492138913,0.2,0.368,3.9573827327733e-06
"PSMB3",1.54211708581154e-10,-0.426449856693133,0.47,0.7,3.96509145103862e-06
"CFL2",1.54582893905264e-10,-1.11719907114781,0.057,0.145,3.97463536809216e-06
"CCDC167",1.59169932692287e-10,-0.560704310948306,0.194,0.356,4.09257730938408e-06
"ATF7IP2",1.67710615619065e-10,-0.870539535485552,0.087,0.196,4.3121753487974e-06
"MRPL13",1.69409269352983e-10,-0.578986854053101,0.163,0.315,4.3558511336039e-06
"SLC25A39",1.69948974830818e-10,-0.795542576509336,0.154,0.294,4.36972804084999e-06
"HSP90AB1",1.76360673207523e-10,-0.265014096815069,0.911,0.982,4.53458562951183e-06
"GMNN",1.85763912782995e-10,-0.612267373083535,0.106,0.228,4.77636172547636e-06
"LINC00493",1.91823653477657e-10,-0.509643632686158,0.285,0.481,4.93216977821751e-06
"ARPC4",2.04482336749277e-10,-0.536722912591512,0.314,0.51,5.25764984249742e-06
"NEDD8",2.10115023253871e-10,-0.395531445528612,0.505,0.745,5.40247747790353e-06
"ALG3",2.10873460122813e-10,-0.932271446470616,0.075,0.175,5.42197840667777e-06
"UBA52",2.13467785141739e-10,-0.25474406923693,0.925,1,5.48868369156438e-06
"LY6E",2.14079689863058e-10,-0.431022001741062,0.504,0.721,5.50441698575894e-06
"DUSP23",2.14488072458842e-10,-0.814981809139188,0.112,0.234,5.51491731906175e-06
"ATF3",2.16021696442442e-10,-0.762929509858321,0.188,0.341,5.55434985892807e-06
"C19orf53",2.16858710208568e-10,-0.43892071287503,0.457,0.674,5.57587115688269e-06
"SNU13",2.20632981913372e-10,-0.429315782593162,0.47,0.7,5.67291523095662e-06
"GPS1",2.22024155841058e-10,-0.716326982585376,0.098,0.214,5.70868509498528e-06
"KLHDC3",2.36832771190642e-10,-0.764706266291632,0.085,0.193,6.08944421285378e-06
"BAG2",2.39449810848689e-10,-0.923929044963481,0.05,0.134,6.15673353654148e-06
"ACOT7",2.44531545380976e-10,-1.13343170604766,0.044,0.122,6.28739509483566e-06
"LTB",2.48601698498238e-10,-0.3693878150664,0.479,0.688,6.39204687178669e-06
"NCBP2-AS2",2.518400870254e-10,-0.975721442894042,0.078,0.181,6.47531231759708e-06
"MYL6B",2.60071085455257e-10,-0.892454754235077,0.059,0.148,6.68694774922557e-06
"TNIP2",2.61257761441276e-10,-0.726762313650077,0.134,0.267,6.71745956217808e-06
"NDUFB5",2.724856928877e-10,-0.536626474253464,0.249,0.427,7.00615213552854e-06
"P4HB",3.27571480680597e-10,-0.516107004002563,0.31,0.499,8.42251791125951e-06
"NXT1",3.3053537054782e-10,-0.607569347393686,0.158,0.306,8.49872544752554e-06
"CHORDC1",3.50163814102439e-10,-0.280740855280115,0.329,0.555,9.00341198820191e-06
"TIMM8A",3.68984242485147e-10,-1.0848256278547,0.035,0.104,9.48732284277811e-06
"FAM213A",3.76255674016605e-10,-1.28782423441302,0.052,0.134,9.67428589031495e-06
"MRPL47",3.81108911440153e-10,-0.378110367445287,0.218,0.401,9.7990723309492e-06
"PDCD6IP",3.88502473518509e-10,-0.628333706281306,0.121,0.249,9.98917559910791e-06
"TCEAL8",3.95472182703769e-10,-0.713183851080786,0.127,0.255,1.01683807616793e-05
"TCP1",4.1826577835894e-10,-0.43204502214918,0.348,0.552,1.07544496931651e-05
"NENF",4.18493505487294e-10,-0.696031084065818,0.145,0.282,1.07603050130893e-05
"ZCRB1",4.38016255574342e-10,-0.592273381785945,0.155,0.297,1.12622739633275e-05
"TOB2",4.49771420884392e-10,-0.655845341665215,0.132,0.264,1.15645227737795e-05
"ECI1",4.83140016455378e-10,-1.48181546639484,0.037,0.107,1.24224961031007e-05
"CCT3",4.86045502238959e-10,-0.485072864081807,0.33,0.525,1.24972019535681e-05
"TPM2",4.89134313731944e-10,-0.880459960583361,0.057,0.145,1.25766214746757e-05
"MEA1",5.28290996498137e-10,-0.51490886610718,0.149,0.291,1.35834181019601e-05
"DDX21",5.32539669020204e-10,-0.542701470004625,0.287,0.469,1.36926599698475e-05
"SERPINA1",5.41283155611342e-10,-1.07164398767521,0.709,0.685,1.39174724970788e-05
"PVRL2",5.46117765398517e-10,-1.28740836427883,0.034,0.101,1.40417799839267e-05
"PSMD3",5.56687465104123e-10,-0.946123844829716,0.096,0.205,1.43135481027572e-05
"YME1L1",5.78345239976758e-10,-0.602104567365984,0.166,0.312,1.48704128102824e-05
"HNRNPU",5.86938511060842e-10,-0.398033242618789,0.415,0.647,1.50913629963964e-05
"CCT6A",5.91855397505211e-10,-0.412434780180445,0.287,0.484,1.5217785980654e-05
"PPM1G",5.97498829399168e-10,-0.657701183870761,0.181,0.329,1.53628899015114e-05
"SLC39A7",6.30200826176211e-10,-0.704612256178324,0.092,0.202,1.62037236426428e-05
"TMEM208",6.34490044118397e-10,-0.490184888450226,0.179,0.332,1.63140080143722e-05
"MRPL48",6.4476704677122e-10,-0.689076822284912,0.098,0.211,1.65782503065816e-05
"C19orf48",6.72900606186205e-10,-0.973309881673426,0.052,0.134,1.73016203862597e-05
"ATP1B3",7.0602790806318e-10,-0.521630490113332,0.37,0.576,1.81533895721205e-05
"SDHC",7.5756316062293e-10,-0.491394335795364,0.249,0.424,1.94784639859368e-05
"CISD3",7.70274414539909e-10,-0.68147213574459,0.128,0.255,1.98052957466501e-05
"MRPL41",7.76564745759112e-10,-0.537888698984553,0.258,0.439,1.99670327429583e-05
"CCNH",7.86453452284933e-10,0.940788653278747,0.507,0.392,2.02212911651502e-05
"COX6B1",7.87256078465202e-10,-0.299046255000373,0.636,0.869,2.02419282894973e-05
"YWHAG",7.91179119899018e-10,-0.737005323217783,0.09,0.199,2.03427975308436e-05
"TPM4",8.13887451890098e-10,-0.651554205954674,0.26,0.43,2.09266741629982e-05
